jtb_ts,jtb_db,symbol_ts,target_gene_ts,representative_transcript_ts,gene_name_ts,representative_mi_rna_ts,cumulative_weighted_context_score_ts,ensembl_ts,fold_change_ts,padj_ts,target_score_db,mirna_db,gene_symbol_db,gene_description_db,ensembl_db,symbol_db,fold_change_db,padj_db
,mf_wt,,,,,,,,,,81,mmu-miR-183-5p,Sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",ENSMUSG00000063531.7,Sema3e,61.19688,9.58918e-05
,mf_wt,,,,,,,,,,92,mmu-miR-183-5p,Osbpl8,oxysterol binding protein-like 8,ENSMUSG00000020189.15,Osbpl8,6.433773,2.40391e-12
,mf_wt,,,,,,,,,,84,mmu-miR-183-5p,Nrp2,neuropilin 2,ENSMUSG00000025969.15,Nrp2,6.414652,4.37064e-15
mf_wt,mf_wt,Frmd6,Frmd6,ENSMUST00000057859.7,FERM domain containing 6 ,mmu-miR-183-5p,-0.48,ENSMUSG00000048285.9,5.21253,6.56075e-20,97,mmu-miR-183-5p,Frmd6,FERM domain containing 6,ENSMUSG00000048285.9,Frmd6,5.21253,6.56075e-20
,mf_wt,,,,,,,,,,88,mmu-miR-183-5p,Atm,ataxia telangiectasia mutated,ENSMUSG00000034218.16,Atm,4.936827,3.57789e-06
,mf_wt,,,,,,,,,,90,mmu-miR-183-5p,Dmxl1,Dmx-like 1,ENSMUSG00000037416.13,Dmxl1,4.8044386,6.41729e-28
,mf_wt,,,,,,,,,,85,mmu-miR-183-5p,Rpia,ribose 5-phosphate isomerase A,ENSMUSG00000053604.5,Rpia,0.21431015,2.16315e-20
mf_wt,mf_wt,Idh2,Idh2,ENSMUST00000107384.4,"isocitrate dehydrogenase 2 (NADP+), mitochondrial ",mmu-miR-183-5p,-0.6,ENSMUSG00000030541.16,0.1859179,2.03142e-19,92,mmu-miR-183-5p,Idh2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",ENSMUSG00000030541.16,Idh2,0.1859179,2.03142e-19
wt_d1338,mf_wt,Idh2,Idh2,ENSMUST00000107384.4,"isocitrate dehydrogenase 2 (NADP+), mitochondrial ",mmu-miR-183-5p,-0.6,ENSMUSG00000030541.16,2.611624,1.9991e-99,92,mmu-miR-183-5p,Idh2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",ENSMUSG00000030541.16,Idh2,0.1859179,2.03142e-19
,mf_wt,,,,,,,,,,85,mmu-miR-183-5p,Ppm1e,protein phosphatase 1E (PP2C domain containing),ENSMUSG00000046442.4,Ppm1e,0.057298105,2.42175e-07
wt_d1338,,Tmem150a,Tmem150a,ENSMUST00000132243.1,transmembrane protein 150A ,mmu-miR-183-5p,-0.53,ENSMUSG00000055912.8,2.5255647,8.12637e-18,,,,,,,,
mf_wt,,Plekha5,Plekha5,ENSMUST00000087622.3,"pleckstrin homology domain containing, family A member 5 ",mmu-miR-183-5p,-0.46,ENSMUSG00000030231.11,8.728998,4.69597e-13,,,,,,,,
mf_d1338,,Plekha5,Plekha5,ENSMUST00000087622.3,"pleckstrin homology domain containing, family A member 5 ",mmu-miR-183-5p,-0.46,ENSMUSG00000030231.11,4.7858515,0.011871939,,,,,,,,
wt_d1338,,Cx3cl1,Cx3cl1,ENSMUST00000034230.5,chemokine (C-X3-C motif) ligand 1 ,mmu-miR-183-5p,-0.4,ENSMUSG00000031778.13,1.8593667,0.015524369,,,,,,,,
wt_d1338,,Hectd2,Hectd2,ENSMUST00000047247.6,HECT domain containing 2 ,mmu-miR-183-5p,-0.43,ENSMUSG00000041180.13,1.6424818,3.69441e-08,,,,,,,,
wt_d1338,,Btg1,Btg1,ENSMUST00000038377.7,"B cell translocation gene 1, anti-proliferative ",mmu-miR-183-5p,-0.68,ENSMUSG00000036478.8,-1.5864989,1.9961e-160,,,,,,,,
mf_wt,,Ap3m1,Ap3m1,ENSMUST00000154460.2,"adaptor-related protein complex 3, mu 1 subunit ",mmu-miR-183-5p,-0.4,ENSMUSG00000021824.13,6.044366,6.71362e-28,,,,,,,,
