TargetScore,miRNA,GeneSymbol,GeneDescription
72,mmu-miR-409-3p,Cldnd1,claudin domain containing 1
72,mmu-miR-409-3p,Hexim1,hexamethylene bis-acetamide inducible 1
72,mmu-miR-409-3p,Cpeb1,cytoplasmic polyadenylation element binding protein 1
72,mmu-miR-409-3p,Spef2,sperm flagellar 2
72,mmu-miR-409-3p,Tent5d,terminal nucleotidyltransferase 5D
71,mmu-miR-409-3p,Pde10a,phosphodiesterase 10A
71,mmu-miR-409-3p,Cpt1a,"carnitine palmitoyltransferase 1a, liver"
71,mmu-miR-409-3p,Hbp1,high mobility group box transcription factor 1
71,mmu-miR-409-3p,Elavl4,ELAV like RNA binding protein 4
71,mmu-miR-409-3p,Zc3h6,zinc finger CCCH type containing 6
71,mmu-miR-409-3p,Zeb2,zinc finger E-box binding homeobox 2
71,mmu-miR-409-3p,Slc23a1,"solute carrier family 23 (nucleobase transporters), member 1"
70,mmu-miR-409-3p,Ubqln2,ubiquilin 2
70,mmu-miR-409-3p,Dmxl1,Dmx-like 1
70,mmu-miR-409-3p,Onecut2,"one cut domain, family member 2"
70,mmu-miR-409-3p,Hook3,hook microtubule tethering protein 3
70,mmu-miR-409-3p,Rspo3,R-spondin 3
70,mmu-miR-409-3p,Ryk,receptor-like tyrosine kinase
70,mmu-miR-409-3p,Trp63,transformation related protein 63
69,mmu-miR-409-3p,Col4a3,"collagen, type IV, alpha 3"
69,mmu-miR-409-3p,Vmn2r89,"vomeronasal 2, receptor 89"
69,mmu-miR-409-3p,Tubal3,"tubulin, alpha-like 3"
69,mmu-miR-409-3p,Pum2,pumilio RNA-binding family member 2
68,mmu-miR-409-3p,Mme,membrane metallo endopeptidase
68,mmu-miR-409-3p,Tnrc6a,trinucleotide repeat containing 6a
68,mmu-miR-409-3p,Fam126b,"family with sequence similarity 126, member B"
68,mmu-miR-409-3p,Elovl7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)"
68,mmu-miR-409-3p,Neurod4,neurogenic differentiation 4
67,mmu-miR-409-3p,Cpsf6,cleavage and polyadenylation specific factor 6
67,mmu-miR-409-3p,Rfx3,"regulatory factor X, 3 (influences HLA class II expression)"
67,mmu-miR-409-3p,Arhgap17,Rho GTPase activating protein 17
67,mmu-miR-409-3p,Nipbl,NIPBL cohesin loading factor
67,mmu-miR-409-3p,Dnajc19,DnaJ heat shock protein family (Hsp40) member C19
67,mmu-miR-409-3p,Larp4,"La ribonucleoprotein domain family, member 4"
66,mmu-miR-409-3p,Efcab11,EF-hand calcium binding domain 11
66,mmu-miR-409-3p,Zfp810,zinc finger protein 810
66,mmu-miR-409-3p,Zfp54,zinc finger protein 54
66,mmu-miR-409-3p,Gm13288,predicted gene 13288
66,mmu-miR-409-3p,Fbxl16,F-box and leucine-rich repeat protein 16
66,mmu-miR-409-3p,Ero1l,ERO1-like (S. cerevisiae)
66,mmu-miR-409-3p,4930426D05Rik,RIKEN cDNA 4930426D05 gene
66,mmu-miR-409-3p,Galnt13,polypeptide N-acetylgalactosaminyltransferase 13
66,mmu-miR-409-3p,Rnft1,"ring finger protein, transmembrane 1"
65,mmu-miR-409-3p,Cstf3,"cleavage stimulation factor, 3' pre-RNA, subunit 3"
65,mmu-miR-409-3p,Cdk13,cyclin-dependent kinase 13
65,mmu-miR-409-3p,Ctnnb1,"catenin (cadherin associated protein), beta 1"
65,mmu-miR-409-3p,Aifm3,"apoptosis-inducing factor, mitochondrion-associated 3"
65,mmu-miR-409-3p,Fcrl1,Fc receptor-like 1
65,mmu-miR-409-3p,Vmn1r132,vomeronasal 1 receptor 132
65,mmu-miR-409-3p,Elf2,E74-like factor 2
65,mmu-miR-409-3p,Igsf9b,"immunoglobulin superfamily, member 9B"
65,mmu-miR-409-3p,Ube2v2,ubiquitin-conjugating enzyme E2 variant 2
64,mmu-miR-409-3p,Zc3h12c,zinc finger CCCH type containing 12C
64,mmu-miR-409-3p,Slc18b1,"solute carrier family 18, subfamily B, member 1"
64,mmu-miR-409-3p,Gpc5,glypican 5
64,mmu-miR-409-3p,Dennd4a,DENN/MADD domain containing 4A
64,mmu-miR-409-3p,Sucnr1,succinate receptor 1
64,mmu-miR-409-3p,Pcsk7,proprotein convertase subtilisin/kexin type 7
64,mmu-miR-409-3p,Myo5a,myosin VA
64,mmu-miR-409-3p,Col11a1,"collagen, type XI, alpha 1"
63,mmu-miR-409-3p,Cnpy1,canopy FGF signaling regulator 1
63,mmu-miR-409-3p,Atp6v1c1,"ATPase, H+ transporting, lysosomal V1 subunit C1"
63,mmu-miR-409-3p,Fat4,FAT atypical cadherin 4
63,mmu-miR-409-3p,Aldoc,"aldolase C, fructose-bisphosphate"
63,mmu-miR-409-3p,Dab1,disabled 1
63,mmu-miR-409-3p,Lrr1,leucine rich repeat protein 1
63,mmu-miR-409-3p,Tmem245,transmembrane protein 245
63,mmu-miR-409-3p,Gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase)
63,mmu-miR-409-3p,Naip1,"NLR family, apoptosis inhibitory protein 1"
63,mmu-miR-409-3p,Slc35a3,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3"
63,mmu-miR-409-3p,Arap2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
63,mmu-miR-409-3p,Usp42,ubiquitin specific peptidase 42
62,mmu-miR-409-3p,Ptchd4,patched domain containing 4
62,mmu-miR-409-3p,Rabepk,Rab9 effector protein with kelch motifs
62,mmu-miR-409-3p,Exoc5,exocyst complex component 5
62,mmu-miR-409-3p,Tsc22d2,"TSC22 domain family, member 2"
62,mmu-miR-409-3p,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
62,mmu-miR-409-3p,Zc2hc1c,"zinc finger, C2HC-type containing 1C"
62,mmu-miR-409-3p,Zfp937,zinc finger protein 937
62,mmu-miR-409-3p,Pde7a,phosphodiesterase 7A
62,mmu-miR-409-3p,Gm5114,predicted gene 5114
62,mmu-miR-409-3p,Larp1,"La ribonucleoprotein domain family, member 1"
62,mmu-miR-409-3p,Caprin1,cell cycle associated protein 1
62,mmu-miR-409-3p,Esrrg,estrogen-related receptor gamma
62,mmu-miR-409-3p,Lrrc58,leucine rich repeat containing 58
62,mmu-miR-409-3p,Dnajc3,DnaJ heat shock protein family (Hsp40) member C3
62,mmu-miR-409-3p,Gpbp1,GC-rich promoter binding protein 1
61,mmu-miR-409-3p,Cbx5,chromobox 5
61,mmu-miR-409-3p,Zfp677,zinc finger protein 677
61,mmu-miR-409-3p,Shox2,short stature homeobox 2
61,mmu-miR-409-3p,Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1"
61,mmu-miR-409-3p,9230112D13Rik,RIKEN cDNA 9230112D13 gene
61,mmu-miR-409-3p,Patj,"PATJ, crumbs cell polarity complex component"
61,mmu-miR-409-3p,Zfp955b,zinc finger protein 955B
61,mmu-miR-409-3p,Ppp1r3a,"protein phosphatase 1, regulatory subunit 3A"
61,mmu-miR-409-3p,Sash1,SAM and SH3 domain containing 1
61,mmu-miR-409-3p,Zfhx3,zinc finger homeobox 3
60,mmu-miR-409-3p,Ddx51,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51
60,mmu-miR-409-3p,Eea1,early endosome antigen 1
60,mmu-miR-409-3p,Bcl6,B cell leukemia/lymphoma 6
60,mmu-miR-409-3p,Ctcf,CCCTC-binding factor
60,mmu-miR-409-3p,Snapin,SNAP-associated protein
60,mmu-miR-409-3p,Kcnk1,"potassium channel, subfamily K, member 1"
60,mmu-miR-409-3p,Cd320,CD320 antigen
60,mmu-miR-409-3p,Lig3,"ligase III, DNA, ATP-dependent"
60,mmu-miR-409-3p,Esm1,endothelial cell-specific molecule 1
60,mmu-miR-409-3p,Gorasp2,golgi reassembly stacking protein 2
59,mmu-miR-409-3p,Mpc1,mitochondrial pyruvate carrier 1
59,mmu-miR-409-3p,Dpp6,dipeptidylpeptidase 6
59,mmu-miR-409-3p,Cplane1,ciliogenesis and planar polarity effector 1
59,mmu-miR-409-3p,Gata2,GATA binding protein 2
59,mmu-miR-409-3p,Dld,dihydrolipoamide dehydrogenase
59,mmu-miR-409-3p,Spcs3,signal peptidase complex subunit 3 homolog (S. cerevisiae)
59,mmu-miR-409-3p,Pef1,penta-EF hand domain containing 1
59,mmu-miR-409-3p,Zswim6,zinc finger SWIM-type containing 6
59,mmu-miR-409-3p,Ewsr1,Ewing sarcoma breakpoint region 1
59,mmu-miR-409-3p,Jagn1,jagunal homolog 1
59,mmu-miR-409-3p,Szrd1,SUZ RNA binding domain containing 1
59,mmu-miR-409-3p,Strip2,striatin interacting protein 2
59,mmu-miR-409-3p,AW551984,expressed sequence AW551984
58,mmu-miR-409-3p,Tmem201,transmembrane protein 201
58,mmu-miR-409-3p,Scaf11,SR-related CTD-associated factor 11
58,mmu-miR-409-3p,Pappa2,pappalysin 2
58,mmu-miR-409-3p,Mcm8,minichromosome maintenance 8 homologous recombination repair factor
58,mmu-miR-409-3p,Top2b,topoisomerase (DNA) II beta
58,mmu-miR-409-3p,Grhl3,grainyhead like transcription factor 3
58,mmu-miR-409-3p,Tmem33,transmembrane protein 33
57,mmu-miR-409-3p,Gpr155,G protein-coupled receptor 155
57,mmu-miR-409-3p,Rcn2,reticulocalbin 2
57,mmu-miR-409-3p,Ezr,ezrin
57,mmu-miR-409-3p,Palm2,paralemmin 2
57,mmu-miR-409-3p,Fcho2,FCH domain only 2
57,mmu-miR-409-3p,Col25a1,"collagen, type XXV, alpha 1"
57,mmu-miR-409-3p,Prkaa1,"protein kinase, AMP-activated, alpha 1 catalytic subunit"
57,mmu-miR-409-3p,Ube2n,ubiquitin-conjugating enzyme E2N
57,mmu-miR-409-3p,Cfap161,cilia and flagella associated protein 161
57,mmu-miR-409-3p,Ptprz1,"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
57,mmu-miR-409-3p,Pgr15l,G protein-coupled receptor 15-like
57,mmu-miR-409-3p,Fgf12,fibroblast growth factor 12
56,mmu-miR-409-3p,Eif4e,eukaryotic translation initiation factor 4E
56,mmu-miR-409-3p,Aebp2,AE binding protein 2
56,mmu-miR-409-3p,Fndc3b,fibronectin type III domain containing 3B
56,mmu-miR-409-3p,Eif5a2,eukaryotic translation initiation factor 5A2
56,mmu-miR-409-3p,Lnx2,ligand of numb-protein X 2
56,mmu-miR-409-3p,Samd8,sterile alpha motif domain containing 8
56,mmu-miR-409-3p,Kcnj3,"potassium inwardly-rectifying channel, subfamily J, member 3"
56,mmu-miR-409-3p,Ica1l,islet cell autoantigen 1-like
56,mmu-miR-409-3p,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2"
56,mmu-miR-409-3p,Stag1,stromal antigen 1
56,mmu-miR-409-3p,Zc3h14,zinc finger CCCH type containing 14
56,mmu-miR-409-3p,Srgn,serglycin
56,mmu-miR-409-3p,Gm609,predicted gene 609
56,mmu-miR-409-3p,Fam216b,"family with sequence similarity 216, member B"
55,mmu-miR-409-3p,4930486L24Rik,RIKEN cDNA 4930486L24 gene
55,mmu-miR-409-3p,Serpinb6b,"serine (or cysteine) peptidase inhibitor, clade B, member 6b"
55,mmu-miR-409-3p,Gpbp1l1,GC-rich promoter binding protein 1-like 1
55,mmu-miR-409-3p,Sash3,SAM and SH3 domain containing 3
55,mmu-miR-409-3p,Erbb4,erb-b2 receptor tyrosine kinase 4
55,mmu-miR-409-3p,Adam10,a disintegrin and metallopeptidase domain 10
55,mmu-miR-409-3p,A4galt,"alpha 1,4-galactosyltransferase"
55,mmu-miR-409-3p,Rpl22,ribosomal protein L22
55,mmu-miR-409-3p,Nsrp1,nuclear speckle regulatory protein 1
55,mmu-miR-409-3p,Minar1,membrane integral NOTCH2 associated receptor 1
55,mmu-miR-409-3p,Gabrr1,"gamma-aminobutyric acid (GABA) C receptor, subunit rho 1"
55,mmu-miR-409-3p,S1pr1,sphingosine-1-phosphate receptor 1
55,mmu-miR-409-3p,Wnk1,WNK lysine deficient protein kinase 1
55,mmu-miR-409-3p,Cpe,carboxypeptidase E
54,mmu-miR-409-3p,Abce1,"ATP-binding cassette, sub-family E (OABP), member 1"
54,mmu-miR-409-3p,Zdhhc21,"zinc finger, DHHC domain containing 21"
54,mmu-miR-409-3p,Nmrk2,nicotinamide riboside kinase 2
54,mmu-miR-409-3p,Tet2,tet methylcytosine dioxygenase 2
54,mmu-miR-409-3p,Tmtc1,transmembrane and tetratricopeptide repeat containing 1
54,mmu-miR-409-3p,Tmem47,transmembrane protein 47
54,mmu-miR-409-3p,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2"
54,mmu-miR-409-3p,Tpr,"translocated promoter region, nuclear basket protein"
54,mmu-miR-409-3p,Pot1a,protection of telomeres 1A
54,mmu-miR-409-3p,Senp8,SUMO/sentrin specific peptidase 8
54,mmu-miR-409-3p,Sh3pxd2a,SH3 and PX domains 2A
54,mmu-miR-409-3p,Gpalpp1,GPALPP motifs containing 1
53,mmu-miR-409-3p,Lamp1,lysosomal-associated membrane protein 1
53,mmu-miR-409-3p,Trhde,TRH-degrading enzyme
53,mmu-miR-409-3p,Cdkl1,cyclin-dependent kinase-like 1 (CDC2-related kinase)
53,mmu-miR-409-3p,Vldlr,very low density lipoprotein receptor
53,mmu-miR-409-3p,Slc9a3r1,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1"
53,mmu-miR-409-3p,Sgip1,SH3-domain GRB2-like (endophilin) interacting protein 1
53,mmu-miR-409-3p,Synm,"synemin, intermediate filament protein"
53,mmu-miR-409-3p,Rab27b,"RAB27B, member RAS oncogene family"
53,mmu-miR-409-3p,Glis1,GLIS family zinc finger 1
53,mmu-miR-409-3p,Nlgn1,neuroligin 1
53,mmu-miR-409-3p,Atf2,activating transcription factor 2
53,mmu-miR-409-3p,Vnn1,vanin 1
53,mmu-miR-409-3p,Sri,sorcin
53,mmu-miR-409-3p,Kcnb1,"potassium voltage gated channel, Shab-related subfamily, member 1"
53,mmu-miR-409-3p,Elovl5,"ELOVL family member 5, elongation of long chain fatty acids (yeast)"
52,mmu-miR-409-3p,Zfp971,zinc finger protein 971
52,mmu-miR-409-3p,Oasl2,2'-5' oligoadenylate synthetase-like 2
52,mmu-miR-409-3p,Zfp729b,zinc finger protein 729b
52,mmu-miR-409-3p,Sh3bgrl,SH3-binding domain glutamic acid-rich protein like
52,mmu-miR-409-3p,Gmnc,geminin coiled-coil domain containing
52,mmu-miR-409-3p,Rpgr,retinitis pigmentosa GTPase regulator
52,mmu-miR-409-3p,Cntn3,contactin 3
52,mmu-miR-409-3p,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"
51,mmu-miR-409-3p,Gm14440,predicted gene 14440
51,mmu-miR-409-3p,Slc39a10,"solute carrier family 39 (zinc transporter), member 10"
51,mmu-miR-409-3p,Wdr76,WD repeat domain 76
51,mmu-miR-409-3p,Gulp1,"GULP, engulfment adaptor PTB domain containing 1"
51,mmu-miR-409-3p,Ppp2r5e,"protein phosphatase 2, regulatory subunit B', epsilon"
51,mmu-miR-409-3p,Rora,RAR-related orphan receptor alpha
51,mmu-miR-409-3p,Zfhx4,zinc finger homeodomain 4
51,mmu-miR-409-3p,Vapb,"vesicle-associated membrane protein, associated protein B and C"
51,mmu-miR-409-3p,Amn1,antagonist of mitotic exit network 1
51,mmu-miR-409-3p,Zfand3,"zinc finger, AN1-type domain 3"
51,mmu-miR-409-3p,Adamts16,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16"
51,mmu-miR-409-3p,Dnaic2,"dynein, axonemal, intermediate chain 2"
51,mmu-miR-409-3p,Aes,amino-terminal enhancer of split
51,mmu-miR-409-3p,Chic1,cysteine-rich hydrophobic domain 1
50,mmu-miR-409-3p,Reep3,receptor accessory protein 3
50,mmu-miR-409-3p,Pam,peptidylglycine alpha-amidating monooxygenase
50,mmu-miR-409-3p,Lztfl1,leucine zipper transcription factor-like 1
50,mmu-miR-409-3p,Zmiz1,"zinc finger, MIZ-type containing 1"
50,mmu-miR-409-3p,Bri3,brain protein I3
50,mmu-miR-409-3p,Phf14,PHD finger protein 14
50,mmu-miR-409-3p,Fyttd1,forty-two-three domain containing 1
50,mmu-miR-409-3p,Hus1,HUS1 checkpoint clamp component
50,mmu-miR-409-3p,Akap12,A kinase (PRKA) anchor protein (gravin) 12
50,mmu-miR-409-3p,Bbip1,BBSome interacting protein 1
50,mmu-miR-409-3p,Cntn4,contactin 4
50,mmu-miR-409-3p,Ext1,exostoses (multiple) 1
50,mmu-miR-409-3p,Aurkb,aurora kinase B
50,mmu-miR-409-3p,Sgo1,shugoshin 1
